to_address, from_address, block_number, datetime, amount_ether
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232739, '2016-03-28 05:42:02', 1.2120653651838122)
('0x493feff7c0cfb7479e7836ed101dbdfc777cd905', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232739, '2016-03-28 05:42:02', 0.09515661540718179)
('0xb0ba73c5a7379ef957150360782c6b30dadee513', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232778, '2016-03-28 05:54:06', 0.2959546594659182)
('0xcd13d775ca14f3d9232e85076050b32769bb8746', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232778, '2016-03-28 05:54:06', 1.0172979395627948)
('0x7ce5caae03af8e6336789859434a52d19e662f7d', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232778, '2016-03-28 05:54:06', 1.0104821939774153)
('0x5061ee88354d7240ecf17b8da472ede046047bd7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232778, '2016-03-28 05:54:06', 1.0104504634146645)
('0x1c08807e42378eff4a44350806e5e557784951f1', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232789, '2016-03-28 05:56:12', 1.000655115860025)
('0xede47b5aafeefdfb060699bb1877de140c2e6abd', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232791, '2016-03-28 05:56:53', 1.007813102565594)
('0x85ce26ea9f677fba949f38be31a8e7a24b04ccc3', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232791, '2016-03-28 05:56:53', 1.000166237667118)
('0xba1c85bf47a2236d2668af0fa26c34d3e33e6470', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232791, '2016-03-28 05:56:53', 1.0064870685412661)
('0x3343683b01cc6d4487c2243f7b565fa4b7b17523', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232791, '2016-03-28 05:56:53', 1.0075257165941613)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232822, '2016-03-28 06:02:47', 1.1215749286117729)
('0x826607e5cd885df632068f1179ddf47fdd92bd2b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232822, '2016-03-28 06:02:47', 1.0051350669498698)
('0xcbe37681ade5d0580aefb3f60845f7be5eecf4b0', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232823, '2016-03-28 06:03:24', 1.0092621340405072)
('0x8d5ad572f59fbc5bb185e4c156266d3083ea9290', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232823, '2016-03-28 06:03:24', 3.0281297133038714)
('0x77b26a37b83b3ef2b1142cd5ba1f94054d41e918', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232823, '2016-03-28 06:03:24', 1.0025979451561622)
('0x8bda5dcf97a523281afc7c828d11218a8287bbc9', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232823, '2016-03-28 06:03:24', 1.0019098832731845)
('0x2b5c804df5aeee9ed5ad2212640c132248de0907', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232823, '2016-03-28 06:03:24', 0.49634857950626793)
('0xa0e455cb9c94b128ec83dcecc00af0c4d2e97ec6', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232828, '2016-03-28 06:04:24', 1.0046214826651154)
('0x4f900c5f3a8db2340b2f8f947670882a4a2c42cc', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232828, '2016-03-28 06:04:24', 1.0029753029280275)
('0x9b5f0060a6fc93550b3a348479e2519650e647df', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232829, '2016-03-28 06:04:34', 0.09926260349705995)
('0xb2b4188b76453042a4d799751c095229e50d40c2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232829, '2016-03-28 06:04:34', 1.0011791290866716)
('0x87a5d9f6d9e3e1ba25089e676f210110294ce0c1', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232830, '2016-03-28 06:04:38', 1.0017780127507045)
('0x7ba6b3a21031bcdc57f996f1ff4006da1d1587e4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232848, '2016-03-28 06:08:49', 0.25229461352215454)
('0xe6fd84ceb31c14908b7bf54ecb79d01a636decb7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232855, '2016-03-28 06:10:49', 0.19676833870791022)
('0xc00eb36ed0dac15d7fb4c0ff92580be24074a14d', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232856, '2016-03-28 06:11:04', 1.0114178222530237)
('0x8b9a5dd5ac7c459924c736fd323cbbf8c75e97ae', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232856, '2016-03-28 06:11:04', 1.005036768264676)
('0xa3c5ea7e866d8a83e6b7c49aa60db523b0dbf1e3', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232856, '2016-03-28 06:11:04', 0.096713998463257)
('0x5dd859f7839335d9eeba510f8940280750213b2f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232860, '2016-03-28 06:12:28', 0.43003927344301307)
('0x0ea16d17dc394e3d2738c15aae42e80397257a48', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232867, '2016-03-28 06:13:32', 0.11140526080146891)
('0x140e0678bef20c63c20c2664d8ce3c061f6a6283', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232874, '2016-03-28 06:14:33', 1.0063087362834844)
('0xf9a3d7d93af5f64832c232b27a72c3d669a68582', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232874, '2016-03-28 06:14:33', 1.0009953846358013)
('0xadffc757d5a085cbf9815a89d565b445db31da18', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232874, '2016-03-28 06:14:33', 3.0279598297485486)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232875, '2016-03-28 06:14:41', 1.235392868138517)
('0x28d9814ef6f91f8d106366ce6a93c3db298ab593', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232876, '2016-03-28 06:14:42', 1.0584979867306445)
('0x3eb29c04671208a69dda867e5457d09a9cbd0944', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232889, '2016-03-28 06:17:52', 1.005305374748024)
('0x32cfa40feef93057ad5c8631474eb0fc457644c8', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232890, '2016-03-28 06:18:00', 1.0089522683181447)
('0x77f190fc96c507f40dc13aadc48d2cafcde5358b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232890, '2016-03-28 06:18:00', 1.0721467028113194)
('0x6840c9763f75b3bdb73813c8b43d54dfbe17a7b2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232892, '2016-03-28 06:18:11', 0.09860675950576893)
('0x10d50b62a87413dfd8b111398613f2eb8d819f6c', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232892, '2016-03-28 06:18:11', 1.0140437675195924)
('0xa12594b561ebbd18c287aef79d8098dc50311151', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232984, '2016-03-28 06:40:46', 10.008445522760107)
('0xcddf3e04d49266671d5962a96ff249b359632f60', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232984, '2016-03-28 06:40:46', 1.003168910339486)
('0xe69caf06b47c03e79434429286c16b8e54fc452a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232984, '2016-03-28 06:40:46', 1.0002687503314585)
('0xc965be8b647630def2b46e2d4a4b6ad3f084cd8a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232984, '2016-03-28 06:40:46', 1.0008008762419573)
('0xf6e1652a0397e078f434d6dda181b218cfd42e09', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1232984, '2016-03-28 06:40:46', 1.0038949430987594)
('0x4ba17750802abcc34aa8b93a9fc48813368a86a6', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233000, '2016-03-28 06:46:16', 1.0019501454179627)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233000, '2016-03-28 06:46:16', 1.2369984275132282)
('0x3337ce525b73ea0ca14fe1656672a31e2ce65a04', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233000, '2016-03-28 06:46:16', 1.0005784600478276)
('0x24d570d6b723b7da877c4fcd0138a27222b68894', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233017, '2016-03-28 06:50:04', 1.008900048718413)
('0x7084d5504192b43000330215e7294c8799c63f37', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233048, '2016-03-28 06:56:25', 1.0028365795900265)
('0xf3f40c1d429cd5927656b41777c5ca8beba86352', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233063, '2016-03-28 07:00:24', 1.0175470035122967)
('0x56fdd8c9cc58872da6e0c805d05541258e8895ec', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233063, '2016-03-28 07:00:24', 1.0119367912171933)
('0xc1edd56c2fca895f3c28afc413174023c397adaf', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233064, '2016-03-28 07:00:26', 1.0003508876971579)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233065, '2016-03-28 07:01:07', 1.2160695263547832)
('0xb3dffdbdd81a1826d9478df240a163a66cb3ff67', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233065, '2016-03-28 07:01:07', 1.0192625213560165)
('0xb413b2ca4c02e4471b5e849f2148a0b2e1ced483', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233065, '2016-03-28 07:01:07', 1.0034786248708598)
('0xba588c7b946a0c1152cc634b3a7c7c9fd976c82b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233084, '2016-03-28 07:06:20', 1.0007098840896218)
('0x5dd62b6cb8a63e5ae054281a846c57dfa61f320d', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233084, '2016-03-28 07:06:20', 0.0952098220710472)
('0x45b40d2422616038295e079fbb1983467d6c806e', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233084, '2016-03-28 07:06:20', 2.016585595014841)
('0x826607e5cd885df632068f1179ddf47fdd92bd2b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233170, '2016-03-28 07:28:10', 1.0086556405912666)
('0x672092a595e6d2deee47e39545f25c45d506521c', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233171, '2016-03-28 07:28:22', 1.0013491832540582)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233171, '2016-03-28 07:28:22', 1.1968104051431134)
('0xe923f6a7c1ac0b38f5ce7d082e6473be71ddd93a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233172, '2016-03-28 07:28:31', 1.0222514282314914)
('0x271e8fc01e1c9e1621fd3d108e348450b2498541', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233199, '2016-03-28 07:35:36', 1.0042847442784941)
('0x27d3a11d5bda40b40b68dd40265de58a27026642', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233199, '2016-03-28 07:35:36', 1.0008645004647547)
('0xba1c85bf47a2236d2668af0fa26c34d3e33e6470', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233200, '2016-03-28 07:35:42', 1.0026954192743003)
('0x532bb2ad02cdfd4265ad3f28cf6d2b2929e412e7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233201, '2016-03-28 07:35:48', 1.0057236783148964)
('0x77f190fc96c507f40dc13aadc48d2cafcde5358b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233210, '2016-03-28 07:37:52', 1.0119195655311937)
('0x98524fffa3634d5314f403f0dc42dbb548e29fe9', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233255, '2016-03-28 07:48:10', 1.0182365440664456)
('0x684a5270b5f6ab90b975369fbcd06cae016b7c10', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233255, '2016-03-28 07:48:10', 1.0447518908534645)
('0xdca7ea1da02899509ccd45fde78c68d5e6e406be', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233256, '2016-03-28 07:48:30', 10.040540179548334)
('0x8eb004221608147ed77964b0adfc3ba461ca6999', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233256, '2016-03-28 07:48:30', 1.0189931620862596)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233256, '2016-03-28 07:48:30', 1.44459766943797)
('0x82e3c926f4cc140068d5cc71e82f8fb29576dfff', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233256, '2016-03-28 07:48:30', 1.0077694812589681)
('0x9c50f737da792c88e43aba8f5fd3c5a2c1f7444c', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233257, '2016-03-28 07:48:38', 0.19644059515081974)
('0x90fad1c12fae83a095f367db9438aa988d545411', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233257, '2016-03-28 07:48:38', 1.0270036434801206)
('0x10d50b62a87413dfd8b111398613f2eb8d819f6c', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233258, '2016-03-28 07:48:45', 1.0120278665550468)
('0x429a19bfd7c976a84fb2d62196481320a7d49aac', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233265, '2016-03-28 07:49:53', 1.0052580871152055)
('0xbecf3d6aae140e9e6617865492f724f921ac587c', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233265, '2016-03-28 07:49:53', 1.0036267295592067)
('0x2ba683e59ff4559a2c8c62b6243a62fc86481344', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233266, '2016-03-28 07:50:09', 1.0006457728107732)
('0xded2e33f7ad2d7439369d4e349a4d7be62801622', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233266, '2016-03-28 07:50:09', 1.0022832748169113)
('0xf79785e5a846acea08f94379fcce79b1054bdb99', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233266, '2016-03-28 07:50:09', 1.0213818467575428)
('0x42d194b1759a7a154a05cf23ba0e9c912abb8550', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233308, '2016-03-28 07:59:15', 1.008057444873733)
('0x28d9814ef6f91f8d106366ce6a93c3db298ab593', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233310, '2016-03-28 07:59:46', 1.0551329677886014)
('0x51ff3d5be8f92b14ce176cd7fd6f2f19ca47f16f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233310, '2016-03-28 07:59:46', 1.009532505248452)
('0x1543230b77e15924a876ab2acc6ff711abbcd7ee', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233341, '2016-03-28 08:08:15', 1.0035944607582754)
('0x6418fe6a7d874f45f6fe9f388967928125dafdcb', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233341, '2016-03-28 08:08:15', 1.0062472005879288)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233351, '2016-03-28 08:09:47', 1.3227800539338375)
('0x789f40d61bb6436254d5b5f9cbb8cefb76916d46', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233352, '2016-03-28 08:10:06', 1.0227674595057377)
('0x23cc0be3b2340ebdea5d97f79501d6229e5e9d71', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233352, '2016-03-28 08:10:06', 1.0021094853633972)
('0xc00eb36ed0dac15d7fb4c0ff92580be24074a14d', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233352, '2016-03-28 08:10:06', 1.0547536164432871)
('0x6bc37911128a34187f851704ea8405236b6d38d2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233352, '2016-03-28 08:10:06', 1.0052491793372096)
('0x57e715139f9f16f5fa82f4f9d4e9da7f8dc166e6', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233353, '2016-03-28 08:10:12', 1.0024020706933123)
('0x7d63ed142f053bac7079e1bffeca38ca14208290', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233354, '2016-03-28 08:10:36', 1.0761364539874483)
('0xe38b23f10bab3a5792bcbc4aae83c5a53081d96b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233364, '2016-03-28 08:12:23', 1.0157041561601792)
('0xda1d25ffc24e3caec118b31f81999083d6c4ba3a', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233366, '2016-03-28 08:12:33', 1.0232708181388335)
('0xdb45111cc9c3048eefa525fdb9779aa06524b7a1', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233369, '2016-03-28 08:13:59', 1.0466634497715832)
('0x71e691772b64940d940ba4587fbccca55ddd9677', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233369, '2016-03-28 08:13:59', 1.010189591153693)
('0x7b34f14975fcd4ab4b03e29b385b5191ae9f1de2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233369, '2016-03-28 08:13:59', 1.0059251053245897)
('0x9b5f0060a6fc93550b3a348479e2519650e647df', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233369, '2016-03-28 08:13:59', 0.09867925710965955)
('0x051219f568c86ea6dd6dd2cc8052c31504f33d44', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233369, '2016-03-28 08:13:59', 10.074321430061783)
('0x7d377ca970b4ab1e861d85be149a6a80472959e6', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233369, '2016-03-28 08:13:59', 0.5223161474841189)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233392, '2016-03-28 08:18:40', 1.2770628099366959)
('0x329645cc315afcfcb3814934b902e4d29aa2fe7e', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233392, '2016-03-28 08:18:40', 1.003994414868647)
('0xc6c177291d47ae2ba360dfaa2cee9fb8d5081a43', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233392, '2016-03-28 08:18:40', 1.0130724935861521)
('0x3d62096d6414004ea4e22e5ebb3909c1e22206ae', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233392, '2016-03-28 08:18:40', 1.0019764801535218)
('0x20b1f3d20300fba5987a68eb937e7e8ae7c32d39', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233392, '2016-03-28 08:18:40', 0.1956679309587031)
('0x826607e5cd885df632068f1179ddf47fdd92bd2b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233392, '2016-03-28 08:18:40', 1.0400323559659872)
('0x77f190fc96c507f40dc13aadc48d2cafcde5358b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233392, '2016-03-28 08:18:40', 1.076947438588651)
('0x762e8102d14b06c759abeec70adc25bea1e1387f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233455, '2016-03-28 08:32:47', 1.0105031501076511)
('0x2e10093233c94d02552b927cc78e5a31a9a40789', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233456, '2016-03-28 08:33:20', 1.0038473827525027)
('0x566d22d2b2658d6214e87221567bf819b8d43341', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233456, '2016-03-28 08:33:20', 1.0010299320387643)
('0x66e3c9ae0a5543478a4b386942265ac98af1977b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233456, '2016-03-28 08:33:20', 1.0013747625242855)
('0x054d35f814fb508c62571b9db84adfcabc37e175', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233535, '2016-03-28 08:54:38', 1.0025917456989244)
('0xba1c85bf47a2236d2668af0fa26c34d3e33e6470', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233535, '2016-03-28 08:54:38', 1.1104858911998774)
('0xbc51138957418541d28de6b22ec0d6fd5c5fee0b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233535, '2016-03-28 08:54:38', 0.4950430769022034)
('0xb47e26c24373cb7954eb69b749fb9682d540ac22', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233535, '2016-03-28 08:54:38', 1.0564880432219173)
('0x5061ee88354d7240ecf17b8da472ede046047bd7', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233535, '2016-03-28 08:54:38', 1.041143552543062)
('0x93a9f93ab79c7efda3ad007b2bcd3f3769cd1b0b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233535, '2016-03-28 08:54:38', 1.0341730650032899)
('0x334dbbc04bbf780c0130c6bb13d8e8429638b0b8', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233536, '2016-03-28 08:54:47', 1.0105335104648223)
('0x56fdd8c9cc58872da6e0c805d05541258e8895ec', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233536, '2016-03-28 08:54:47', 1.0007233618877598)
('0xb0f93f31e763e2965cf8dd4742835b9490261cee', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233552, '2016-03-28 08:58:01', 1.0043728063459931)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233552, '2016-03-28 08:58:01', 1.2359418425186017)
('0x6840c9763f75b3bdb73813c8b43d54dfbe17a7b2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233553, '2016-03-28 08:58:04', 0.09620249125787948)
('0xe53bc9d8c6982e1c7f1152d561f0c52c22b29369', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233554, '2016-03-28 08:58:12', 1.0188296319184207)
('0x84b2d92cc8e7a333db56483d9c587754b1961013', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233555, '2016-03-28 08:58:33', 1.0054041800931224)
('0x10d50b62a87413dfd8b111398613f2eb8d819f6c', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233593, '2016-03-28 09:07:21', 1.0168320865580847)
('0xf39278cf376dd1fefb9075148d22ce9fb1b82b87', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233599, '2016-03-28 09:08:32', 1.001510721051396)
('0xe254715d5922e80c9267fd04a3c9b1e13a90f7b3', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233605, '2016-03-28 09:09:35', 0.09539176695668224)
('0x0630eea0e56f566f09a4184bd8cb76821bbc072f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233606, '2016-03-28 09:09:40', 1.0042027533249382)
('0x28d9814ef6f91f8d106366ce6a93c3db298ab593', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233621, '2016-03-28 09:12:50', 1.1208463842202516)
('0xee7bd00d2d3a844c3dcd0ddc50f036e777887226', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233621, '2016-03-28 09:12:50', 1.0143405947047905)
('0xa050cde35569025b38d64af9bb2b7e2a6f81d6be', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233622, '2016-03-28 09:12:54', 1.0323940940260778)
('0x7892e574caddbb5e9491de9f26c1f2747f442eee', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233623, '2016-03-28 09:13:08', 1.0082508016333036)
('0xf4c2c075988d3957bb9c4150d351e296d3bcf682', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233623, '2016-03-28 09:13:08', 0.09660469762370635)
('0x7b578f673507975447c714df2bdcd15801fe30fe', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233624, '2016-03-28 09:13:40', 1.049763209298825)
('0xf461a4401ea91b17cf340461a636118da7ad2cae', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233624, '2016-03-28 09:13:40', 1.0074405018063233)
('0xc07d1c6f4ee76b65521a474e999eb8ce1e4f5dd4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233624, '2016-03-28 09:13:40', 4.013334761619883)
('0x77d4d32435d57cbd99afd8ff4c9a58e0302e0675', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233624, '2016-03-28 09:13:40', 0.7230439559359787)
('0x6fcad75283f4ac675aa7095c95802db40a680dc3', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233624, '2016-03-28 09:13:40', 1.0012018387373982)
('0x926f59b0baeb28f26f30d1962856b4efee6fa043', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233624, '2016-03-28 09:13:40', 1.0381098589208462)
('0xcf49335301e38c1ede4a641b69719083966d7374', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233625, '2016-03-28 09:13:45', 1.0476160798677667)
('0xc1ec80f9e3708306a8f3825e30452d1b0f618818', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233626, '2016-03-28 09:14:00', 1.0332019014006208)
('0x238490dbd38c85c56ea56db5a7188c89ca77d4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233626, '2016-03-28 09:14:00', 1.7452677247101303)
('0x4ba17750802abcc34aa8b93a9fc48813368a86a6', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233626, '2016-03-28 09:14:00', 1.0914245412955508)
('0xd505f5106fcf66acd8eef47fc3211da62820d4be', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233627, '2016-03-28 09:14:13', 1.0421903566620734)
('0xcbe37681ade5d0580aefb3f60845f7be5eecf4b0', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233679, '2016-03-28 09:24:15', 1.0114234101099522)
('0x77f190fc96c507f40dc13aadc48d2cafcde5358b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233679, '2016-03-28 09:24:15', 1.0886172746927814)
('0xaf959bcb1a241ca2853e6c2fd27db45c7d32ab3f', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233680, '2016-03-28 09:24:21', 5.031352507184469)
('0x3cf67f45a4f2626428eb73ea950c3e46f07f67ea', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233681, '2016-03-28 09:24:44', 0.09760141545786277)
('0x2439453947afcee1e366661372c8fd9b6fee1bde', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233724, '2016-03-28 09:33:39', 1.0008302819568535)
('0x05232cef5c73335299750432e4ffeaab9932b4f4', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233724, '2016-03-28 09:33:39', 1.0017905777536416)
('0xed87519bb959867c8db200cc710a0d66002bb8e2', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233738, '2016-03-28 09:35:51', 3.6322482712752744)
('0x789f40d61bb6436254d5b5f9cbb8cefb76916d46', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233747, '2016-03-28 09:36:59', 1.0756500746463826)
('0x826607e5cd885df632068f1179ddf47fdd92bd2b', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233781, '2016-03-28 09:43:02', 1.069441190936325)
('0xc00eb36ed0dac15d7fb4c0ff92580be24074a14d', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233781, '2016-03-28 09:43:02', 1.0568835978815794)
('0x7489d3785aab610522f90891e32e64ae9bb45264', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 1233782, '2016-03-28 09:43:15', 1.0009860143094043)
